,dist,citation
15,1.2771697,"Sajjad, M. and Munir, H. and Kanwal, S. and Asad Naqvi, S. A. (2022). Spatial Inequalities In Education Status And Its Determinants In Pakistan: A District-Level Modelling In The Context Of Sustainable Development Goal-4. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.apgeog.2022.102665"
16,1.2870677,"Yoo, S. and Managi, S. (2021). Lockdowns Save People From Air Pollution: Evidence From Daily Global Tropospheric No2 Satellite Data. N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/su132111777"
17,1.2993113,"Ganzleben, C. and Kazmierczak, A. (2020). Leaving No One Behind - Understanding Environmental Inequality In Europe. N/A, N/A(N/A), N/A-N/A. DOI: 10.1186/s12940-020-00600-2"
18,1.303015,"Clark, John (2020). Assessing The Full Effects Of Public Investment In Space. N/A, N/A(N/A), N/A-N/A. DOI: http://dx.doi.org/10.1016/j.spacepol.2014.03.001"
19,1.3046082,"Naeher, Dominik and Narayanan, Raghavan and Ziulu, Virginia (2023). Impacts Of Energy Efficiency Projects In Developing Countries: Evidence From A Spatial Difference-In-Differences Analysis In Malawi. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.esd.2023.03.010"
20,1.3065192,"Yanez-Pagans, Patricia and Martinez, Daniel and Mitnik, Oscar A. and Scholl, Lynn and Vazquez, Antonia (2019). Urban Transport Systems In Latin America And The Caribbean: Lessons And Challenges. N/A, N/A(N/A), N/A-N/A. DOI: 10.1186/s40503-019-0079-z"
21,1.3065243,"Sawyer, Geoff and Mamais, Eleftherios and Papadakis, Dimitri (2022). The Six Dimensions Of Value Associated To The Use Of Copernicus Sentinel Data: Key Findings From The Sentinel Benefits Study. N/A, N/A(N/A), N/A-N/A. DOI: 10.3389/fenvs.2022.804862"
22,1.3082199,"Ghanem, Ali and Edirisinghe, Ruwini (2023). Socio-Economic Disparities In Greenspace Quality: Insights From The City Of Melbourne. N/A, N/A(N/A), N/A-N/A. DOI: 10.1108/sasbe-11-2022-0247"
23,1.3084178,"Poewe, K. O. (1978). Matriliny And Capitalism: The Development Of Incipient Classes In Luapula, Zambia. N/A, N/A(N/A), N/A-N/A. DOI: 10.1007/bf00253400"
24,1.3084494,"Coulibaly, Thierry Yerema and Wakamatsu, Mihoko Tegawa and Managi, Shunsuke (2022). The Use Of Geographically Weighted Regression To Improve Information From Satellite Night Light Data In Evaluating The Economic Effects Of The 2010 Fifa World Cup. N/A, N/A(N/A), N/A-N/A. DOI: 10.1080/23792949.2022.2030774"
25,1.3109324,"Loveridge, Robin and Sallu, Susannah M. and Pfeifer, Marion and Oldekop, Johan A. and Mgaya, Mercy and da Silva, Daniel A. and Latham, Julia and Platts, Philip J. and Marshall, Andrew R. (2021). Certified Community Forests Positively Impact Human Wellbeing And Conservation Effectiveness And Improve The Performance Of Nearby National Protected Areas. N/A, N/A(N/A), N/A-N/A. DOI: 10.1111/conl.12831"
26,1.3188202,"Paxton, J. (2021). Learning By Giving In An Introductory Economics Of Altruism Course. N/A, N/A(N/A), N/A-N/A. DOI: 10.1080/00220485.2021.1887026"
27,1.3209524,"Morretta, Valentina and Florio, Massimo and Landoni, Matteo (2023). The Social Value Of Earth Observation: A New Evaluation Framework For Public High-Tech Infrastructures. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.strueco.2023.09.003"
28,1.3250201,"Elvidge, C. D. and Baugh, K. E. and Anderson, S. J. and Sutton, P. C. and Ghosh, T. (2012). The Night Light Development Index (Nldi): A Spatially Explicit Measure Of Human Development From Satellite Data. N/A, N/A(N/A), N/A-N/A. DOI: 10.5194/sg-7-23-2012"
29,1.3250809,"Chen, X. and de Vries, S. and Assmuth, T. and Dick, J. and Hermans, T. and Hertel, O. and Jensen, A. and Jones, L. and Kabisch, S. and Lanki, T. and Lehmann, I. and Maskell, L. and Norton, L. and Reis, S. (2019). Research Challenges For Cultural Ecosystem Services And Public Health In (Peri-)Urban Environments. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.scitotenv.2018.09.030"
30,1.3294295,"Do, T. D. and NaRanong, A. (2019). Livelihood And Environmental Impacts Of Payments For Forest Environmental Services: A Case Study In Vietnam. N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/su11154165"
31,1.332787,"Frei, Thomas (2010). Economic And Social Benefits Of Meteorology And Climatology In Switzerland. N/A, N/A(N/A), N/A-N/A. DOI: https://doi.org/10.1002/met.156"
32,1.3339658,"Katz, Richard (1997). Economic Value Of Weather And Climate Forecasts. N/A, N/A(N/A), N/A-N/A. DOI: https://doi.org/10.1017/cbo9780511608278"
33,1.3344225,"Bherwani, H. and Balachandran, D. and Das, A. and Kumar, R. (2022). Monetary Quantification Of Covid-19 Impacts On Sustainable Development Goals: Focus On Air Pollution And Climate Change. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/b978-0-323-91307-2.00018-3"
34,1.3375909,"Frei, Thomas (2014). Economic Benefit Of Meteorology In The Swiss Road Transportation Sector. N/A, N/A(N/A), N/A-N/A. DOI: economic benefit of meteorology in the swiss road transportation sector"
35,1.3383739,"Nelson, G. C. (2019). Research Needs. N/A, N/A(N/A), N/A-N/A. DOI: 10.4324/9780429047237-18"
36,1.3398778,"Abdul-Majid, M. and Zahari, S. A. and Othman, N. and Nadzri, S. (2024). Influence Of Technology Adoption On Farmers’ Well-Being: Systematic Literature Review And Bibliometric Analysis. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.heliyon.2024.e24316"
37,1.3399723,"Shao, Shuai and Tian, Zhihua and Fan, Meiting (2018). Do The Rich Have Stronger Willingness To Pay For Environmental Protection? New Evidence From A Survey In China. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.worlddev.2017.12.033"
38,1.3432887,"Moran, D. and Fofana, A. (2007). An Economic Evaluation Of The Control Of Three Notifiable Fish Diseases In The United Kingdom. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.prevetmed.2007.02.009"
39,1.3443668,"Oyhantçabal, G. and Sanguinetti, M. (2017). Agro In Uruguay: Ground Rent, Labor Income, And Profit. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.rpd.2017.04.006"
40,1.3484586,"Liu, Yujia and Meng, Qingyan and Zhang, Jichao and Zhang, Linlin and Allam, Mona and Hu, Xinli and Zhan, Chengxiang (2022). Evaluation Of Urban Spatial Structure From The Perspective Of Socioeconomic Benefits Based On 3d Urban Landscape Measurements: A Case Study Of Beijing, China. N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/rs14215511"
41,1.3504329,"Dimitrova, A. and Marois, G. and Kiesewetter, G. and Rafaj, P. and Pachauri, S. and Kc, S. and Olmos, S. and Rasella, D. and Tonne, C. (2022). Projecting The Impact Of Air Pollution On Child Stunting In India—Synergies And Trade-Offs Between Climate Change Mitigation, Ambient Air Quality Control, And Clean Cooking Access. N/A, N/A(N/A), N/A-N/A. DOI: 10.1088/1748-9326/ac8e89"
42,1.3545827,"Sims, Katharine R. E. (2010). Conservation And Development: Evidence From Thai Protected Areas. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.jeem.2010.05.003"
43,1.3562365,"VanWey, L. K. and Spera, S. and de Sa, R. and Mahr, D. and Mustard, J. F. (2013). Socioeconomic Development And Agricultural Intensification In Mato Grosso. N/A, N/A(N/A), N/A-N/A. DOI: 10.1098/rstb.2012.0168"
44,1.3566996,"Yamamoto, Y. (2023). Living Under Ecosystem Degradation: Evidence From The Mangrove–Fishery Linkage In Indonesia. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.jeem.2023.102788"
45,1.3571615,"Gussen, Benjamen Franklen (2022). On The Decline In State Population Distribution: A Coasean Role For Section 111 Of The Australian Constitution?. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.irle.2022.106092"
46,1.357923,"Gurran, N. and Hulse, K. and Dodson, J. and Pill, M. and Dowling, R. and Reynolds, M. and Maalsen, S. (2021). Urban Productivity And Affordable Rental Housing Supply In Australian Cities And Regions. N/A, N/A(N/A), N/A-N/A. DOI: 10.18408/ahuri7320001"
47,1.3616306,"Malan, M. and Carmenta, R. and Gsottbauer, E. and Hofman, P. and Kontoleon, A. and Swinfield, T. and Voors, M. (2024). Evaluating The Impacts Of A Large-Scale Voluntary Redd+ Project In Sierra Leone. N/A, N/A(N/A), N/A-N/A. DOI: 10.1038/s41893-023-01256-9"
48,1.3632001,"Jung, L. Shannon (2012). The Reeducation Of Desire In A Consumer Culture. N/A, N/A(N/A), N/A-N/A. DOI: 10.1353/sce.2012.0006"
49,1.3636335,"ACIL Tasman (2008). The Impact Of Modern Spatial Information Technologies On The Australian Economy. N/A, N/A(N/A), N/A-N/A. DOI: https://www.crcsi.com.au/assets/resources/e2b13d9b-9be9-4338-ad68-b6758f759355.pdf"
50,1.3650016,"Teunissen, Niki and Kingma, Sjouke A. and Peters, Anne (2020). Predator Defense Is Shaped By Risk, Brood Value And Social Group Benefits In A Cooperative Breeder. N/A, N/A(N/A), N/A-N/A. DOI: 10.1093/beheco/araa012"
51,1.366187,"Hong, A. and Martinez, L. and Patino, J. E. and Duque, J. C. and Rahimi, K. (2021). Neighbourhood Green Space And Health Disparities In The Global South: Evidence From Cali, Colombia. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.healthplace.2021.102690"
52,1.3663234,"Xu, Pu and Li, Shanwei and Yang, Xiaona and Li, Yufeng (2022). Research On The Relationship Between Urban Agricultural Nonpoint Source Pollution And Rural Residents' Income Growth. N/A, N/A(N/A), N/A-N/A. DOI: 10.1155/2022/4133245"
53,1.3665638,"Kuse, Jamie (2017). Geovalue: The Socioeconomic Value Of Geospatial Information. N/A, N/A(N/A), N/A-N/A. DOI: 9781315154640"
54,1.3666229,"Hashiguchi, Hozumi and Pulhin, Juan M. and Dizon, Josefina T. and Camacho, Leni D. (2016). Impacts Of Community-Based Forest Management Policies Implemented By A Local Forest Institution: A Case Study From Bayombong, Nueva Vizcaya, Philippines. N/A, N/A(N/A), N/A-N/A. DOI: 10.1007/s11842-016-9324-3"
55,1.3682784,"Richardson, J. (2023). Policy, Politics And The Communications Revolution In Sweden. N/A, N/A(N/A), N/A-N/A. DOI: 10.4324/9781032640587-4"
56,1.370957,"Comer, Jonathan C. and Wikle, Thomas A. (2015). Access To Locally-Oriented Television Broadcasting In A Digital Era. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.apgeog.2014.11.001"
57,1.3736875,"Grugel, Andrea (2012). Culture, Religion And Economy In The American Southwest: Zuni Pueblo And Laguna Pueblo. N/A, N/A(N/A), N/A-N/A. DOI: 10.1007/s10708-010-9376-4"
58,1.3756208,"Smart, Alan (2014). Position Paper: Evaluation Methods And Techniques. N/A, N/A(N/A), N/A-N/A. DOI: https://www.geovalue.org/wp-content/uploads/2013/05/background-position-paper-smart1.pdf"
59,1.3765628,"Denégre, J. (1991). Role Of Satellite Remote Sensing In The Geographic Information Economics In France. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/0924-2716(91)90065-4"
60,1.3769064,"Dasgupta, Susmita and Lall, Somik and Wheeler, David (2023). Subways And Co2 Emissions: A Global Analysis With Satellite Data. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.scitotenv.2023.163691"
61,1.3770573,"Senior, K. and Chenhall, R. and Hall, J. and Daniels, D. (2018). Re-Thinking The Health Benefits Of Outstations In Remote Indigenous Australia. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.healthplace.2018.04.007"
62,1.3788254,"Hamilton, IM and Dill, LM (2002). Three-Player Social Parasitism Games: Implications For Resource Defense And Group Formation. N/A, N/A(N/A), N/A-N/A. DOI: 10.1086/339994"
63,1.3788806,"Stroming, Signe (2020). Quantifying The Human Health Benefits Of Using Satellite Information To Detect Cyanobacterial Harmful Algal Blooms And Manage Recreational Advisories In U.s. Lakes. N/A, N/A(N/A), N/A-N/A. DOI: 10.1029/2020gh000254"
64,1.3799036,"Gould, James (2012). Economic Evaluation Of Research To Improve The Canadian Forest Fire Danger Rating System. N/A, N/A(N/A), N/A-N/A. DOI: https://doi.org/doi:10.1093/forestry/cps082"
65,1.3819829,"Pocewicz, A. and Nielsen-Pincus, M. (2013). Preferences Of Wyoming Residents For Siting Of Energy And Residential Development. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.apgeog.2013.06.006"
66,1.3836597,"Essien, Etido and Samimi, Cyrus (2021). Evaluation Of Economic Linkage Between Urban Built-Up Areas In A Mid-Sized City Of Uyo (Nigeria). N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/land10101094"
67,1.3853855,"Glantz, Michael (1977). The Value Of A Long-Range Weather Forecast For The West African Sahel. N/A, N/A(N/A), N/A-N/A. DOI: https://www.jstor.org/stable/26218055"
68,1.3856452,"Levin, H. J. (1985). Latecomer Cost Handicap In Satellite Communications. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/0308-5961(85)90036-9"
69,1.3856931,"Eberhard, Y. (2006). A Better Living And A Better Ageing Thanks To Sport For Persons With Intellectual Deficits. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.scispo.2006.06.005"
70,1.3866272,"Pratt, Stephen (2015). The Economic Impact Of Tourism In Sids. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.annals.2015.03.005"
71,1.3884306,"Runfola, Daniel and Batra, Geeta and Anand, Anupam and Way, Audrey and Goodman, Seth (2020). Exploring The Socioeconomic Co-Benefits Of Global Environment Facility Projects In Uganda Using A Quasi-Experimental Geospatial Interpolation (Qgi) Approach. N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/su12083225"
72,1.3887459,"Boik, Andre (2017). The Economics Of Universal Service: An Analysis Of Entry Subsidies For High Speed Broadband. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.infoecopol.2017.04.004"
73,1.3902167,"Jones, Craig E. and Ley, David (2016). Transit-Oriented Development And Gentrification Along Metro Vancouver's Low-Income Skytrain Corridor. N/A, N/A(N/A), N/A-N/A. DOI: 10.1111/cag.12256"
74,1.393585,"Mizen, Amy and Song, Jiao and Fry, Richard and Akbari, Ashley and Berridge, Damon and Parker, Sarah C. and Johnson, Rhodri and Lovell, Rebecca and Lyons, Ronan A. and Nieuwenhuijsen, Mark and Stratton, Gareth and Wheeler, Benedict W. and White, James and White, Mathew and Rodgers, Sarah E. (2019). Longitudinal Access And Exposure To Green-Blue Spaces And Individual-Level Mental Health And Well-Being: Protocol For A Longitudinal, Population-Wide Record-Linked Natural Experiment. N/A, N/A(N/A), N/A-N/A. DOI: 10.1136/bmjopen-2018-027289"
75,1.3975799,"Saini, P. and Pandit, D. (2023). Factors Influencing Residential Location Choice: Learnings From The Indian Context. N/A, N/A(N/A), N/A-N/A. DOI: 10.1108/ohi-02-2023-0027"
76,1.3989944,"Takahashi, Ryo and Todo, Yasuyuki (2014). The Impact Of A Shade Coffee Certification Program On Forest Conservation Using Remote Sensing And Household Data. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.eiar.2013.10.002"
77,1.3992505,"Juarez-Lucas, Andrea M. and Kibler, Kelly M. and Ohara, Miho and Sayama, Takahiro (2016). Benefits Of Flood-Prone Land Use And The Role Of Coping Capacity, Candaba Floodplains, Philippines. N/A, N/A(N/A), N/A-N/A. DOI: 10.1007/s11069-016-2551-2"
78,1.3994541,"Pearlman, F. and Bernknopf, R. and Stewart, M. A. and Pearlman, J. S. (2014). Impacts Of Geospatial Information For Decision Making. N/A, N/A(N/A), N/A-N/A. DOI: 10.1007/978-3-319-01821-8_10"
79,1.3999555,"Morris, Z. A. (2021). Making Ends Meet On Disability Benefits: How Well Do Programs Decommodify?. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.alter.2020.06.013"
80,1.4018863,"Belladona, R. and De Vargas, T. and Dalcin, A. P. and Stefanon, A. P. and Marques, G. F. (2023). Improving Small Watersheds Socioeconomic Indicators With Nighttime Light Satellite Data To Support Water Management Decisions. N/A, N/A(N/A), N/A-N/A. DOI: 10.26848/rbgf.v16.3.p1436-1449"
81,1.4031284,"Armes, G. L. (1984). The Global Frequency Spectrum Management: Prospects And Problems. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/s0736-5853(84)80029-5"
82,1.408898,"Bueno Rezendede Castro, A. and Ortega Sandoval, A. D. and Odamtten, G. (2022). Up Around The Bend? How Transport Poverty Can Lead To Social Exclusion In A Low-Income Community In Lagos, Nigeria. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.jtrangeo.2022.103388"
83,1.4094889,"Giget, Marc and Chenard, Stephane and Le Proux de la Riviere, Eric (1996). Impact Of The Dual Use Concept Along The Value Chain Of Major Space Applications. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/0094-5765(96)00054-9"
84,1.4110041,"Giannico, Vincenzo and Spano, Giuseppina and Elia, Mario and D'Este, Marina and Sanesi, Giovanni and Lafortezza, Raffaele (2021). Green Spaces, Quality Of Life, And Citizen Perception In European Cities. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.envres.2021.110922"
85,1.4113207,"James, G. K. and Adegoke, J. O. and Saba, E. and Nwilo, P. and Akinyede, J. and Osagie, S. (2010). Economic Valuation Of Mangroves In The Niger Delta: An Interdisciplinary Approach. N/A, N/A(N/A), N/A-N/A. DOI: 10.1002/9781444392241.ch15"
86,1.4114661,"Patino, Jorge E. and Martinez, Lina and Valencia, Isabella and Duque, Juan C. (2023). Happiness, Life Satisfaction, And The Greenness Of Urban Surroundings. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.landurbplan.2023.104811"
87,1.4126742,"Pan, J. and Li, Z. (2017). Analysis On Trade-Offs And Synergies Of Ecosystem Services In Arid Inland River Basin. N/A, N/A(N/A), N/A-N/A. DOI: 10.11975/j.issn.1002-6819.2017.17.037"
88,1.4127223,"Shmidt, A. V. and Antonyuk, V. S. and Francini, A. (2016). Urban Agglomerations In Regional Development: Theoretical, Methodological And Applied Aspects. N/A, N/A(N/A), N/A-N/A. DOI: 10.17059/2016-3-14"
89,1.4133668,"Ghosh, Susmita and Pal, Swades (2024). Anthropogenic Impacts On Urban Blue Space And Its Reciprocal Effect On Human And Socio-Ecological Health. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.jenvman.2023.119727"
90,1.414032,"Ariansyah, Kasmad and Yuniarti, Diah (2021). Understanding The Adoption Of Digital Terrestrial, Cable-Based, And Satellite-Based Television To Speed Up The Analogue Switch-Off In Indonesia. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.tele.2021.101633"
91,1.4141388,"Babcock, Bruce (1990). The Value Of Weather Information In Market Equilibrium. N/A, N/A(N/A), N/A-N/A. DOI: https://doi.org/10.2307/1243145"
92,1.4143765,"Qian, X. and Jaller, M. (2021). Bikeshare Destination Choices And Accessibility Among Disadvantaged Communities. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.trd.2020.102686"
93,1.4148211,"Macauley, Molly (2010). The Value Of Information: ‘Methodological Frontiers And New Applications For Realizing Social Benefit’ Workshop. N/A, N/A(N/A), N/A-N/A. DOI: https://doi.org/10.1016/j.spacepol.2010.08.007"
94,1.414974,"Atmaja, T. and Kurisu, K. and Fukushi, K. (2023). Price Tagging On Urban Farming Benefit In The Context Of Ecosystem Services. N/A, N/A(N/A), N/A-N/A. DOI: 10.1007/978-3-031-24767-5_30"
95,1.4152011,"Federico, CM and Luks, S (2005). The Political Psychology Of Race. N/A, N/A(N/A), N/A-N/A. DOI: 10.1111/j.1467-9221.2005.00437.x"
96,1.4161478,"Banks-Leite, C. and Pardini, R. and Tambosi, L. R. and Pearse, W. D. and Bueno, A. A. and Bruscagin, R. T. and Condez, T. H. and Dixo, M. and Igari, A. T. and Martensen, A. C. and Metzger, J. P. (2015). Response To Comment On ""Using Ecological Thresholds To Evaluate The Costs And Benefits Of Set-Asides In A Biodiversity Hotspot"". N/A, N/A(N/A), N/A-N/A. DOI: 10.1126/science.aaa1602"
97,1.4165757,"Bhuiyan, M. S. and Islam, S. and Haque, M. M. U. and Aktar, S. and Ahmed, R. (2021). Evaluating Capital Assets In Governing Protected Area Co-Management In The Rema-Kalenga Wildlife Sanctuary, Bangladesh. N/A, N/A(N/A), N/A-N/A. DOI: 10.1505/146554821832140330"
98,1.417267,"Grace, K. and Brown, M. and McNally, A. (2014). Examining The Link Between Food Prices And Food Insecurity: A Multi-Level Analysis Of Maize Price And Birthweight In Kenya. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.foodpol.2014.01.010"
99,1.4185252,"Amare, Mulubrhan and Abay, Kibrom A. and Arndt, Channing and Shiferaw, Bekele (2021). Youth Migration Decisions In Sub-Saharan Africa: Satellite-Based Empirical Evidence From Nigeria. N/A, N/A(N/A), N/A-N/A. DOI: 10.1111/padr.12383"
100,1.4185649,"Jagger, Pamela and Sellers, Samuel and Kittner, Noah and Das, Ipsita and Bush, Glenn K. (2018). Looking For Medium-Term Conservation And Development Impacts Of Community Management Agreements In Uganda's Rwenzori Mountains National Park. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.ecolecon.2018.06.006"
101,1.4186854,"Daniels, K. and Lê-Scherban, F. and Auchincloss, A. H. and Moore, K. and Melly, S. and Razzaghi, H. and Forrest, C. B. and Diez Roux, A. V. (2021). Longitudinal Associations Of Neighborhood Environment Features With Pediatric Body Mass Index. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.healthplace.2021.102656"
102,1.4197682,"Leisher, Craig and Hess, Sebastiaan and Boucher, Timothy M. and van Beukering, Pieter and Sanjayan, M. (2012). Measuring The Impacts Of Community-Based Grasslands Management In Mongolia's Gobi. N/A, N/A(N/A), N/A-N/A. DOI: 10.1371/journal.pone.0030991"
103,1.4199415,"Mattal, Shagun (2022). Linking Poverty-Based Inequalities With Transportation And Accessibility Using Mobility Data: A Case Study Of Greater Maputo. N/A, N/A(N/A), N/A-N/A. DOI: https://doi.org/10.1177/03611981221116623"
104,1.4200988,"Liu, Siming and Wei, Qing and Failler, Pierre and Lan, Hong (2020). Fine Particulate Air Pollution, Public Service, And Under-Five Mortality: A Cross-Country Empirical Study. N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/healthcare8030271"
105,1.4206305,"Borzacchiello, Maria-Teresa (2011). Socio-Economic Benefits From The Use Of Earth Observations. N/A, N/A(N/A), N/A-N/A. DOI: https://doi.org/10.2788/78532"
106,1.421854,"Ganguly-Scrase, R. and Scrase, T. J. (2008). Globalisation And The Middle Classes In India: The Social And Cultural Impact Of Neoliberal Reforms. N/A, N/A(N/A), N/A-N/A. DOI: 10.4324/9780203884393"
107,1.4228077,"Pinedo-Alvarez, Carmelo and Ozuki Chacon-Chumacero, Karla and Pinedo-Alvarez, Alfredo and Martinez-Salvador, Martin and Renteria-Villalobos, Marusia and Santellano-Estrada, Eduardo and Rodriguez-Pineros, Sandra (2017). Using Social, Economic And Land-Use Indices To Build A Local Sustainability Index In A Mining Region Of The Sierra Tarahumara, Mexico. N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/resources6030042"
108,1.4229063,"Kangalawe, Richard Y. M. and Noe, Christine (2012). Biodiversity Conservation And Poverty Alleviation In Namtumbo District, Tanzania. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.agee.2012.08.008"
109,1.4233452,"Howe, K. S. and Hasler, B. and Stark, K. D. C. (2013). Economic Principles For Resource Allocation Decisions At National Level To Mitigate The Effects Of Disease In Farm Animal Populations. N/A, N/A(N/A), N/A-N/A. DOI: 10.1017/s095026881200060x"
110,1.423539,"Grayson, L. P. (1976). Educational Satellites: A Goal Or Gaol?. N/A, N/A(N/A), N/A-N/A. DOI: 10.1109/te.1976.4321035"
111,1.4250827,"Lu, Yuhao and Coops, Nicholas C. (2018). Bright Lights, Big City: Causal Effects Of Population And Gdp On Urban Brightness. N/A, N/A(N/A), N/A-N/A. DOI: 10.1371/journal.pone.0199545"
